text,label,cleaned_text
Qualcomm Faces EU Probe Into Smartphone Technology,0,qualcomm face probe smartphone technology
Samsung Electronics executive receives jail term over union-busting: media,0,samsung electronics executive receives jail term over unionbusting medium
Samsung Heavy Industries to pay $75 million to resolve foreign bribery case: U.S. #SamsungHeavyIndustries #Stock… https://t.co/XgTBQMro1V,0,samsung heavy industry pay million resolve foreign bribery case samsungheavyindustries stock
SEC opens preliminary probe of Vale in dam tragedy - report,0,sec open preliminary probe vale dam tragedy report
Shareholder Investigation Alert: Halper Sadeh LLP Investigates Whether the Sale of These Companies is Fair to Share… https://t.co/GoZXvE70O2,0,shareholder investigation alert halper sadeh llp investigates whether sale company fair share
SHAREHOLDER INVESTIGATION: Halper Sadeh LLP Investigates Whether The Sale Of These Companies Is Fair To Shareholder… https://t.co/SPKfERlLfU,0,shareholder investigation halper sadeh llp investigates whether sale company fair shareholder
Swiss watchdog continues Credit Suisse probe after CEO goes,0,swiss watchdog continues credit suisse probe ceo go
The SEC issued suspension orders for dental supplier No Borders Inc. and apparel maker Sandy Steele Unlimited Inc.… https://t.co/eb0ZFlNgjl,0,sec issued suspension order dental supplier border inc apparel maker sandy steele unlimited inc
Toyota says labor officials found it responsible for worker suicide,0,toyota say labor official found responsible worker suicide
U.S. Justice Department preparing legal action against Live Nation: source,0,justice department preparing legal action against live nation source
U.S. safety board chair criticizes Uber for 2018 fatal self-driving crash,0,safety board chair criticizes uber fatal selfdriving crash
"UK lawmaker blames HSBC, Standard Chartered, Bank of Baroda in South Africa corruption",0,lawmaker blame hsbc standard chartered bank baroda south africa corruption
"UK Regulator Names, Shames And Imposes £1.9m Fine On Closet Index Manager. Continue reading:… https://t.co/KhlmVsm62t",0,regulator name shame imposes fine closet index manager continue reading
UK watchdog probing Google-Looker deal,0,watchdog probing googlelooker deal
UPDATE 1-California sues e-cigarette maker Juul for selling nicotine products to youth,0,update california sue ecigarette maker juul selling nicotine product youth
UPDATE 1-California toughens drilling oversight in setback for industry,0,update california toughens drilling oversight setback industry
UPDATE 1-Influential U.S. doctors group calls for ban on vaping products,0,update influential doctor group call ban vaping product
UPDATE 2-U.S. safety board wants Boeing to redesign 737 NG part after fatal Southwest accident,0,update safety board want boeing redesign part fatal southwest accident
"UPDATE 2-UK lawmaker blames HSBC, Stanchart, Baroda in S.Africa corruption",0,update lawmaker blame hsbc stanchart baroda safrica corruption
Walmart hit with wrongful-death lawsuit by estate of worker who died of coronavirus https://t.co/8Zza8pLmfA,0,walmart hit wrongfuldeath lawsuit estate worker died coronavirus
Westpac hit with class-action suit in U.S. linked to money-laundering case https://t.co/70WSjlGyhY https://t.co/pM6x0ZREzr,0,westpac hit classaction suit linked moneylaundering case
WeWork Special Committee Files Lawsuit Challenging SoftBank's Wrongful Decision to Terminate Tender Offer… https://t.co/UaVzmLIJQq,0,wework special committee file lawsuit challenging softbanks wrongful decision terminate tender offer
WeWork sues SoftBank for backing out of $3bn deal https://t.co/l1e6iCiS0T,0,wework sue softbank backing deal
WeWork sues SoftBank over withdrawal of $3 billion tender offer https://t.co/Zifk6BgyyP,0,wework sue softbank over withdrawal billion tender offer
Wirecard says 2017 audit of Singapore unit not concluded due to probe,0,wirecard say audit singapore unit not concluded due probe
X FINANCIAL INVESTOR ALERT: Wolf Haldenstein Adler Freeman & Herz LLP announces that a  securities  class  acti… https://t.co/NW7EFXwvMD,0,financial investor alert wolf haldenstein adler freeman herz llp announces security class acti
$AMC $CNWGY $CNK - DOJ files motion to roll back movie distribution rules https://t.co/kcMPj68GCL,1,amc cnwgy cnk doj file motion roll back movie distribution rule
"$BAYRY $BAYZF - Bayer, plaintiffs agree to postpone glyphosate lawsuits for settlement talks https://t.co/qVd2jpfZtC",1,bayry bayzf bayer plaintiff agree postpone glyphosate lawsuit settlement talk
$DISH $I $SGBAF - Dish spectrum sale shouldn't face FCC issue - New Street https://t.co/m2nqyRxjBt,1,dish sgbaf dish spectrum sale shouldnt face fcc issue new street
"$FNJN 'Finjan wins IPR patent trial as the PTAB rules that Juniper Networks failed to prove that Finjan '844 ""Downl… https://t.co/wlOmfcLSK3",1,fnjn finjan win ipr patent trial ptab rule juniper network failed prove finjan downl
$MCD - McDonald's settles class action lawsuit https://t.co/9SoYTIcr1L,1,mcd mcdonalds settle class action lawsuit
"$TMUS $S - Texas AG settles with T-Mobile, Sprint https://t.co/Beup6Aqvqv",1,tmus texas settle tmobile sprint
Airbus to pay $4 bln to settle corruption probe - French prosecutor #economy #MarketScreener https://t.co/yNFl0nOD6B https://t.co/Qko6XJCAwK,1,airbus pay bln settle corruption probe french prosecutor economy marketscreener
"Airbus will pay around $4 billion to settle corruption probes by the U.S., British and French authorities into cont... https://t.co/EMakbF7H9G",1,airbus pay around billion settle corruption probe british french authority cont
Alio Gold Settles Arbitration With Maverix Metals  https://t.co/DA3DrYrybW,1,alio gold settle arbitration maverix metal
"Banks settle Fannie, Freddie bond-rigging suit for $337M",1,bank settle fannie freddie bondrigging suit
China’s antitrust authority has suspended a probe of Tencent Music https://t.co/W7LjB2MvTa,1,china antitrust authority suspended probe tencent music
Exxon Mobil : Found Not Guilty of Fraud in Climate-Change Accounting Case #ExxonMobil #Stock #MarketScreener… https://t.co/BAAL3ZX7Af,1,exxon mobil found not guilty fraud climatechange accounting case exxonmobil stock marketscreener
Exxon Mobil prevails in New York climate change lawsuit #economy #MarketScreener https://t.co/nzUeEz2G4O https://t.co/4TQpxKLlzM,1,exxon mobil prevails new york climate change lawsuit economy marketscreener
"Exxon was found not guilty in New York climate change case, ending the 4-year saga for the oil company. https://t.co/T2Zdt3jNiy",1,exxon found not guilty new york climate change case ending year saga oil company
ExxonMobil wins climate change court fight with New York https://t.co/3WQw4XLbqo,1,exxonmobil win climate change court fight new york
Fiat settles tax issue in Italy,1,fiat settle tax issue italy
French regulator ends probe into supermarket Casino and short-seller Muddy Waters,1,french regulator end probe supermarket casino shortseller muddy water
HSBC agrees to pay $192 million to resolve U.S. tax probe https://t.co/UP1jTOYd2x via @business https://t.co/FikIgPdI06,1,hsbc agrees pay million resolve tax probe via
Judge will not force Uber to convert drivers to employees,1,judge not force uber convert driver employee
McDonald : to Pay $26 Million in Wage Suit -- Update #McDonalds #Stock #MarketScreener https://t.co/zoeZqlt5Qo https://t.co/vK42itd5sU,1,mcdonald pay million wage suit update mcdonalds stock marketscreener
McDonald's is paying $26 million to settle a class action lawsuit over wage theft. It's the latest development in a… https://t.co/Aem5z1qESj,1,mcdonalds paying million settle class action lawsuit over wage theft latest development
McDonald's settles class action lawsuit,1,mcdonalds settle class action lawsuit
McDonald's to pay $26 million to settle California wage lawsuit https://t.co/ZoqatIJIoU https://t.co/b1fIfJerMN,1,mcdonalds pay million settle california wage lawsuit
NEW: Goldman Sachs' fine for its role in the 1MDB scandal could be under $2 billion -- far less than what some anal… https://t.co/AY59vwz3iW,1,new goldman sachs fine role mdb scandal could under billion far less anal
PG&E nears $1.7B settlement tied to 2017 California wildfires - Bloomberg,1,pge nears settlement tied california wildfire bloomberg
PG&E Reportedly Nears $1.7 Billion California Wildfires Settlement,1,pge reportedly nears billion california wildfire settlement
"Teva, Drugmakers in Talks With U.S. to End Generics Probes",1,teva drugmakers talk end generic probe
"Texas settles with T-Mobile, Sprint over merger: statement",1,texas settle tmobile sprint over merger statement
U.S. SAID TO DISCUSS GOLDMAN 1MDB SETTLEMENT BELOW $2 BILLION,1,said discus goldman mdb settlement below billion
$BAYRY $BAYZF - Bayer seeks reversal of $86M Roundup cancer verdict https://t.co/5bIlpQMyht,2,bayry bayzf bayer seek reversal roundup cancer verdict
$EFX - Four Chinese military hackers charged in Equifax breach https://t.co/QmmOX866Ey,2,efx four chinese military hacker charged equifax breach
$GOOG $GOOGL - Google rivals want EU to investigate vacation rentals https://t.co/8nXAOxhcqG,2,goog googl google rival want investigate vacation rental
$HSBC - HSBC to pay $192M under deferred prosecution agreement https://t.co/lX9m3MsDmm,2,hsbc hsbc pay under deferred prosecution agreement
$VHC: VirnetX Holding confirms appeals court ruling; affirms infringement with respect to VPN-on-demand feature of.… https://t.co/xCVXpaiLRE,2,vhc virnetx holding confirms appeal court ruling affirms infringement respect vpnondemand feature
6 Citgo executives were released Monday and placed under house arrest after being jailed in Venezuela since Nov. 20… https://t.co/H7ER8hdTHp,2,citgo executive released monday placed under house arrest jailed venezuela since nov
A federal grand jury has charged four members of the Chinese People's Liberation Army with hacking Equifax and stea… https://t.co/WlH2V7Nk2e,2,federal grand jury charged four member chinese people liberation army hacking equifax stea
A judge has temporarily blocked New York's new ban on broker fees paid by renters https://t.co/1QET3Td6Co,2,judge temporarily blocked new york new ban broker fee paid renter
"Amazon com : seeks to depose Trump, Esper in lawsuit over cloud computing contract #Amazoncom #Stock… https://t.co/VV5RlkaAZd",2,amazon com seek depose trump esper lawsuit over cloud computing contract amazoncom stock
Amazon has asked a federal court for permission to get testimony from President Trump and Defense Secretary Mark Es… https://t.co/qfaxvEHtfB,2,amazon asked federal court permission get testimony president trump defense secretary mark
Amazon Moves Court Seeking Stay On Competition Commission Order,2,amazon move court seeking stay competition commission order
Amazon Moves To Depose Trump In Lawsuit Over $10 Billion 'JEDI' Contract | #FreeZeroHedge https://t.co/859jQwnr69,2,amazon move depose trump lawsuit over billion jedi contract freezerohedge
Amazon seeks testimony from Trump in cloud contract appeal https://t.co/0j1Ud0cX5L,2,amazon seek testimony trump cloud contract appeal
American regulators voted to impose new restrictions that prohibit US carriers from using federal subsidies to buy… https://t.co/4frzqlJ2Ey,2,american regulator voted impose new restriction prohibit carrier using federal subsidy buy
Anil Ambani Ordered to Pay $100 Million Deposit in Loan Fight,2,anil ambani ordered pay million deposit loan fight
Appeals court tosses Democrats’ emoluments suit against Trump,2,appeal court toss democrat emolument suit against trump
Attorney General William Barr just announced the U.S. has indicted 4 Chinese hackers in connection with the 2017 Eq… https://t.co/wBtknfTnOQ,2,attorney general william barr announced indicted chinese hacker connection
AURELIUS Equity Opportunities : files criminal complaint against the responsible managers ... #AURELIUS #Stock… https://t.co/tE0294n6dl,2,aurelius equity opportunity file criminal complaint against responsible manager aurelius stock
Barr says he’s aiming to wrap up Big Tech antitrust probe next year https://t.co/qC3QCSmAJx,2,barr say he aiming wrap big tech antitrust probe next year
Bayer : faces lengthy Roundup appeals and settlement talks continue #Bayer #Stock #MarketScreener... https://t.co/VNB8mDNAJX,2,bayer face lengthy roundup appeal settlement talk continue bayer stock marketscreener
Bayer asks California court to reverse $86 mln Roundup cancer verdict,2,bayer asks california court reverse mln roundup cancer verdict
"Berkeley, California banned gas stoves in new buildings. Here's why some chefs are not happy about it https://t.co/sNOyAQmBz5",2,berkeley california banned gas stove new building here chef not happy
Breaking - SEC rejects NYSE proposal to allow companies to raise capital in direct listings,2,breaking sec reject nyse proposal allow company raise capital direct listing
California tells property insurers not to drop policies for homes in wildfire-prone areas https://t.co/sIue2GP0dr,2,california tell property insurer not drop policy home wildfireprone area
Canada's Transportation Safety Board Investigates Crude Train Derailment,2,canada transportation safety board investigates crude train derailment
CDC says no single brand is likely responsible for the outbreak of vaping lung disease https://t.co/zY05O5FgNQ,2,cdc say single brand likely responsible outbreak vaping lung disease
Computer programmers plead guilty to operating popular illegal streaming service sites,2,computer programmer plead guilty operating popular illegal streaming service site
CORRECTED-Ex-British Airways executive indicted over alleged JFK Airport bribery scheme,2,correctedexbritish airway executive indicted over alleged jfk airport bribery scheme
Court: Company must pay for toxic waste on Idaho tribal land,2,court company must pay toxic waste idaho tribal land
"Daimler, Volvo Win Dismissal of $950 Million Cartel Suit",2,daimler volvo win dismissal million cartel suit
DOJ Charges 4 Chinese Military Hackers In Equifax Breach | #FreeZeroHedge https://t.co/EmdkTiF5Ib,2,doj charge chinese military hacker equifax breach freezerohedge
Emissions fight escalates as California issues ban,2,emission fight escalates california issue ban
Eskom Loses Bid for Higher Tariffs as Court Defers to Regulator,2,eskom loses bid higher tariff court defers regulator
"Expedia, TripAdvisor and dozens of other travel firms ask the EU to investigate Google, claiming it favors its own… https://t.co/fB7GaRtHF1",2,expedia tripadvisor dozen travel firm ask investigate google claiming favor
Ex-Pimco CEO Douglas Hodge Gets Nine Months in College Admission Scam,2,expimco ceo douglas hodge get nine month college admission scam
Exxon Says N.Y. Used Fraud Claims to Score Political Points,2,exxon say used fraud claim score political point
FAA may overhaul plane-certification process,2,faa may overhaul planecertification process
FAA weighs plane approval revamp,2,faa weighs plane approval revamp
FCC Chairman Calls for Public Auction of C-Band Airwaves,2,fcc chairman call public auction cband airwave
Fiat Fights Back: Chairman Rejects GM's Allegations Of Union Bribery https://t.co/Zz0vW9I0Cl,2,fiat fight back chairman reject gm allegation union bribery
Former FedEx manager pleads guilty in package theft scheme,2,former fedex manager pleads guilty package theft scheme
"FSIS Issues Public Health Alert for Products Produced with Romaine From the Salinas, California, Growing Region  https://t.co/PXrcPRAXM1",2,fsis issue public health alert product produced romaine salina california growing region
Ghana Charges Ex-Finance Minister After Collapse of Bank,2,ghana charge exfinance minister collapse bank
Hunt for Deadly Vapes Hindered by Marijuana's Legal Patchwork,2,hunt deadly vapes hindered marijuana legal patchwork
Justice Department indicts four members of China's military for Equifax hack https://t.co/0NoHkrWqaN,2,justice department indicts four member china military equifax hack
LIVE: U.S. attorney general and FBI deputy director announce cyber-related enforcement action https://t.co/1GNrZOiztO,2,live attorney general fbi deputy director announce cyberrelated enforcement action
Microsoft : Amazon files lawsuit contesting Pentagon's $10 billion cloud contract to Micro... #Microsoft #Stock… https://t.co/i66vgcLHZP,2,microsoft amazon file lawsuit contesting pentagon billion cloud contract micro microsoft stock
N.Y. Broker Commission Ban Is Temporarily Blocked by Judge,2,broker commission ban temporarily blocked judge
New York Sues Trump Administration Over Global Entry Ban,2,new york sue trump administration over global entry ban
NEW: Student loan reform group sues Education Secretary Betsy DeVos and CFPB Director Kathy Kraninger… https://t.co/TCh02JAAX4,2,new student loan reform group sue education secretary betsy devos cfpb director kathy kraninger
NMC Health : UK's FCA looking into NMC Health's disclosure of co-chair's stake being under... #NMCHealth #Stock… https://t.co/r1sAF1OqSD,2,nmc health uk fca looking nmc health disclosure cochairs stake under nmchealth stock
NYSE direct listings proposal rejected by SEC https://t.co/iZofLwXuQX,2,nyse direct listing proposal rejected sec
Plea In Supreme Court Against Trial Of WhatsApp Payment Service In India,2,plea supreme court against trial whatsapp payment service india
PMC Case: Supreme Court Puts Sale Of HDIL Assets On Hold,2,pmc case supreme court put sale hdil asset hold
REFILE--Swedbank says it is not aware of alleged violation of U.S. sanctions,2,refileswedbank say not aware alleged violation sanction
Russian manipulators are still abusing Facebook and other platforms. But politics isn't the point. https://t.co/riOQHpiTiT via @bopinion,2,russian manipulator still abusing facebook platform politics isnt point via
SEBI Mulls Raising Penalty On Rating Agencies In IL&FS Case,2,sebi mull raising penalty rating agency ilfs case
Shopin CEO pleads guilty to two counts of fraud,2,shopin ceo pleads guilty two count fraud
Social Media Firms Face New U.K. Regulator in Planned Crackdown,2,social medium firm face new regulator planned crackdown
Temple Bar Investment Trust : Tackling the illegal wildlife trade as a financial crime #TempleBarInvestmentTrust… https://t.co/92WE7noqWN,2,temple bar investment trust tackling illegal wildlife trade financial crime templebarinvestmenttrust
"Texas settles with T-Mobile, Sprint over merger: statement https://t.co/gaFw4CS25E https://t.co/A6oBUdPBYA",2,texas settle tmobile sprint over merger statement
The future of the U.S. wireless industry hinges on a legal battle kicking off Monday in federal court https://t.co/FUJR3gWAUX,2,future wireless industry hinge legal battle kicking monday federal court
The global warming lawsuit against the oil industry goes to the appeals court https://t.co/nzTEs5IXX3,2,global warming lawsuit against oil industry go appeal court
The National Transportation Safety Board recommended that Boeing redesign part of the outer covering of all 737 Nex… https://t.co/leIFnfMtBW,2,national transportation safety board recommended boeing redesign part outer covering nex
Transportation Department IG to audit FAA pilot training requirements after Boeing 737 MAX crashes,2,transportation department audit faa pilot training requirement boeing max crash
Transportation Department IG to audit FAA pilot training requirements after Boeing 737 MAX crashes... https://t.co/MDI9CY4Y8F,2,transportation department audit faa pilot training requirement boeing max crash
Turkey Stiffens Manipulation Penalties in Banking Overhaul,2,turkey stiffens manipulation penalty banking overhaul
U.S. appeals court denies Apple bid for rehearing in VirnetX patent case,2,appeal court denies apple bid rehearing virnetx patent case
U.S. Department of Justice Sides With Global Music Rights https://t.co/MOYNT7XhZ2 https://t.co/6Kjbeilzc2,2,department justice side global music right
U.S. Justice Department to review Google's deal for Fitbit - source #Stock #MarketScreener https://t.co/G2O4PZUjNh https://t.co/TbDKLJ0j6E,2,justice department review google deal fitbit source stock marketscreener
Uber Urges California Court to End Law That Gives Gig Workers Benefits,2,uber urge california court end law give gig worker benefit
United States District Court Sides Again With Park Assist on Motion of Patent Infringement Case,2,united state district court side park assist motion patent infringement case
UPDATE 2-VW rejects anti-competitive allegation by parts maker Prevent,2,update reject anticompetitive allegation part maker prevent
US charges four Chinese military officers over Equifax hack https://t.co/VJvbbOlOOm,2,charge four chinese military officer over equifax hack
Washington State's Ban on Flavored and THC Vapes Expires,2,washington state ban flavored thc vapes expires
Wirecard Defends Accounting After Report of Unit’s Delayed Audit,2,wirecard defends accounting report unit delayed audit
$PYPL - PayPal's Honey Acquisition Makes No Sense. Subscribe to Seeking Alpha for more: https://t.co/wBY7mOoVa5… https://t.co/tulizfE8Vb,0,pypl paypals honey acquisition make sense subscribe seeking alpha
$VIR: Vir Biotechnolog: GlaxoSmithKline (GSK) to make $250 mln equity investment in the company https://t.co/qJxY2yHrb0,1,vir vir biotechnolog glaxosmithkline gsk make mln equity investment company
"Stock Market Live Updates: Merger fever boosts stocks; Schwab, LVMH soar",1,stock market live update merger fever boost stock schwab lvmh soar
$AHEXF - Adecco cleared for sale of Soliant Health https://t.co/dfWdcgAivy,2,ahexf adecco cleared sale soliant health
$AJX - Great Ajax selling stake in Gaea unit https://t.co/ZpFNWzgGEN,2,ajx great ajax selling stake gaea unit
$ALKS - Alkermes completes acquisition of Rodin Therapeutics https://t.co/JOFHZTfnlA,2,alks alkermes completes acquisition rodin therapeutic
$AMTD: TD Ameritrade to be acquired by Charles Schwab (SCHW) for approximately $26 bln in all-stock transaction https://t.co/y7ZBqeQhis,2,amtd ameritrade acquired charles schwab schw approximately bln allstock transaction
$BHP $SLGGF $NCMGF - BHP buys additional stake in SolGold for $22M https://t.co/076XRNBkSi,2,bhp slggf ncmgf bhp buy additional stake solgold
$CB - Chubb to purchase additional 15.3% stake in Huatai Insurance https://t.co/bh96BckrDC,2,chubb purchase additional stake huatai insurance
$CB: Chubb to purchase additional 15.3% of Huatai Insurance Group Company Limited https://t.co/uIoFJErZtw,2,chubb purchase additional huatai insurance group company limited
"$CBS $VIA $VIAB - CBS, Viacom hope to close merger next week https://t.co/9JVG5J9CV9",2,cbs via viab cbs viacom hope close merger next week
$COP - ConocoPhillips seeking sales of Alaska assets - report https://t.co/fhl0FmdTfa,2,cop conocophillips seeking sale alaska asset report
"$COTY - Kylie Cosmetics Deal, Potential Professional Beauty Spin-Off Make Coty A Buy. Keep reading:… https://t.co/ba6Yn3vGxy",2,coty kylie cosmetic deal potential professional beauty spinoff make coty buy keep reading
$DTEGY $DTEGF - Hungary's 4iG calls off purchase of T-Systems unit https://t.co/mY43nNN45s,2,dtegy dtegf hungary call purchase tsystems unit
$EBAY - EBay nears deal to sell StubHub - WSJ https://t.co/AtzNmPTVTw,2,ebay ebay nears deal sell stubhub wsj
$EBAY could disclose an agreement to sell StubHub to Viagogo for about $4 billion  https://t.co/ZjlBlkXGlg,2,ebay could disclose agreement sell stubhub viagogo billion
$EBAY: eBay confirms deal to sell StubHub to viagogo for a purchase price of $4.05 billion in cash https://t.co/bYgcYAylWY,2,ebay ebay confirms deal sell stubhub viagogo purchase price billion cash
$EVI $CLE - EVI Industries to acquire Commercial Laundry Equipment Company https://t.co/P1o8hQjea4,2,evi cle evi industry acquire commercial laundry equipment company
$FLOW $APO - Apollo near deal to buy SPX Flow power unit for $700M - Bloomberg https://t.co/PQFYbjxRss,2,flow apo apollo near deal buy spx flow power unit bloomberg
$FLOW $APO - SPX Flow confirms deal to sell part of power and energy unit to Apollo Global https://t.co/5BJSd7mGqM,2,flow apo spx flow confirms deal sell part power energy unit apollo global
$FLOW: SPX FLOW confirms deal to sell substantial portion of former Power and Energy reportable segment to Apollo... https://t.co/THAiKLuD8X,2,flow spx flow confirms deal sell substantial portion former power energy reportable segment apollo
$FQVLF $RIO - First Quantum pours cold water on takeover talk https://t.co/MsgBAiYuO9,2,fqvlf rio first quantum pours cold water takeover talk
$GATX - GATX to sell American Steamship Company business segment https://t.co/AXjJVbiib6,2,gatx gatx sell american steamship company business segment
$HCHC: HC2 in advanced discussions for the potential divestiture of its 100%-owned indirect subsidiaries Continenta… https://t.co/OwcQ2uuvD4,2,hchc advanced discussion potential divestiture owned indirect subsidiary continenta
$HCHC: HC2 says it is in advanced discussions for the potential divestiture of its 100%-owned indirect subsidiaries… https://t.co/zVLYq1O4JK,2,hchc say advanced discussion potential divestiture owned indirect subsidiary
$HPQ: HP: Xerox (XRX) increases offer price for HPQ to $24/share in cash and stock https://t.co/yACZ4Jdyjn,2,hpq xerox xrx increase offer price hpq share cash stock
$ISRG - Intuitive Surgical acquires Orpheus Medical https://t.co/Tb9qA8h7Zp,2,isrg intuitive surgical acquires orpheus medical
$ISRG has acquired privately held Orpheus Medical to deepen and expand its integrated informatics platform.,2,isrg acquired privately held orpheus medical deepen expand integrated informatics platform
$KKR - KKR to buy Novaria Group https://t.co/RH5qmI58ky,2,kkr kkr buy novaria group
$KL $DRGDF - Kirkland Lake Gold to buy Detour Gold in C$4.9B deal https://t.co/c2ZQzgDVOK,2,drgdf kirkland lake gold buy detour gold deal
$KL: Kirkland Lake Gold to acquire Detour Gold in C$4.9 bln deal https://t.co/Vj3LzZHAmt,2,kirkland lake gold acquire detour gold bln deal
$MDCO $NVS The Medicines Company Enters Into Definitive Agreement to be Acquired by Novartis AG for $9.7 Billion https://t.co/QiNxdjMJSV,2,mdco nv medicine company enters definitive agreement acquired novartis billion
$MDCO: The Medicines Co to be acquired by Novartis (NVS) for $85.00/share in cash https://t.co/GpqTlDjz2h,2,mdco medicine acquired novartis nv share cash
$MGI: Moneygram announces that Ripple has made the final $20 mln investment in MoneyGram equity pursuant to Ripple'… https://t.co/VYjf2tso5Z,2,mgi moneygram announces ripple made final mln investment moneygram equity pursuant ripple
$MGM $GXYEF $GIGNF - MGM officially in pursuit of Osaka casino https://t.co/W1gsScdOoh,2,mgm gxyef gignf mgm officially pursuit osaka casino
$NVT - nVent Electric acquires WBT Business https://t.co/bWZN82o86E,2,nvt nvent electric acquires wbt business
$RDS.A $MSBHF $RDS.A - Mitsubishi beats out Shell to buy Dutch power firm Eneco https://t.co/wEeCJwJEBE,2,rdsa msbhf rdsa mitsubishi beat shell buy dutch power firm eneco
$RPAY - Repay Holdings buys Ventanex for up to $50M https://t.co/ubwzgCg3EW,2,rpay repay holding buy ventanex
$SFTBF $SFTBY - SoftBank-backed Brandless is closing down https://t.co/gdASMbcLp5,2,sftbf sftby softbankbacked brandless closing down
$SIEGY $SIEGY $GCTAY - Siemens weighs buying Iberdrola's Siemens Gamesa stake https://t.co/LwEjpARnWf,2,siegy siegy gctay siemens weighs buying iberdrolas siemens gamesa stake
$TIF France's LVMH close to buying Tiffany after sweetening offer https://t.co/bL97SiEMkp,2,tif france lvmh close buying tiffany sweetening offer
$UTX - United Tech's Collins to expand landing systems operations https://t.co/iTyYsH2BEi,2,utx united tech collins expand landing system operation
$VAL - Valaris discloses 18.7% active stake by Luminus https://t.co/Cpo84JjXRd,2,val valaris discloses active stake luminus
$VWDRY - Google drops plan to buy stake in Africa's biggest wind park https://t.co/rW0gmfJTVS,2,vwdry google drop plan buy stake africa biggest wind park
$XEL - Xcel Energy to sell Mankato Energy Center for $680M https://t.co/AhvZetDCIA,2,xel xcel energy sell mankato energy center
$XPO - Elliott Capital sells its stake in XPO Logistics Europe https://t.co/WaUGaF6n5C,2,xpo elliott capital sell stake xpo logistics europe
$XRX $HPQ - Xerox's new bid could force HP reconsideration - Wells Fargo https://t.co/dzDegwTTSO,2,xrx hpq xerox new bid could force reconsideration well fargo
6 Potential M&A Targets For Tesla,2,potential target tesla
Advent International Demonstrates Further Commitment to Boutique Fitness Sector Through Acquisitions of Zingfit and Triib,2,advent international demonstrates commitment boutique fitness sector acquisition zingfit triib
Aerie Pharma to acquire Avizorex Pharma,2,aerie pharma acquire avizorex pharma
Africa Capitalworks picks up minority stake in drinks maker Gaselia,2,africa capitalworks pick minority stake drink maker gaselia
AlayaCare Announces Acquisition of Arrow Solutions,2,alayacare announces acquisition arrow solution
Alkermes to acquire Rodin Therapeutics for up to $950 million,2,alkermes acquire rodin therapeutic million
AngloGold has picked Harmony as the buyer for its last remaining South African operations https://t.co/QF6CfgLI5q,2,anglogold picked harmony buyer last remaining south african operation
Asbury Automotive to acquire luxury dealerships from Park Place in cash deal valued at $1 billion,2,asbury automotive acquire luxury dealership park place cash deal valued billion
"Audax picks up controlling stake in government info management, access business Kofile",2,audax pick controlling stake government info management access business kofile
Aurora Property Buy Write Income Trust : NTA Estimate - $6.32  #Stock #MarketScreener https://t.co/4gu6ZAiPLI https://t.co/uPTBWhurE1,2,aurora property buy write income trust nta estimate stock marketscreener
Austral Gold : AGD to acquire remaining 30% of Casposo Mine in Argentina #AustralGold #Stock #MarketScreener… https://t.co/arSya9Sjjh,2,austral gold agd acquire remaining casposo mine argentina australgold stock marketscreener
Avery Dennison buys Smartrac’s RFID inlay business for €225M,2,avery dennison buy smartracs rfid inlay business
"Bain Capital buys Apax-backed Engineering Group in reported €1.6bn deal, Neuberger Berman reinvests",2,bain capital buy apaxbacked engineering group reported deal neuberger berman reinvests
Bass Metals : increases Mahefedok North graphite resource by 54% #BassMetals #Stock #MarketScreener… https://t.co/BspqmJqWjU,2,bass metal increase mahefedok north graphite resource bassmetals stock marketscreener
BHP buys additional stake in SolGold for $22M,2,bhp buy additional stake solgold
"BHP is plans to increase its stake in SolGold, which develops projects in copper hot spot Ecuador https://t.co/JRxd5ww9Sy",2,bhp plan increase stake solgold develops project copper hot spot ecuador
BHP Plans to Become Largest Shareholder of Ecuador-Focused SolGold -Bloomberg #BHP #Stock #MarketScreener… https://t.co/XSAzjYsW0L,2,bhp plan become largest shareholder ecuadorfocused solgold bloomberg bhp stock marketscreener
"Billionaire Investor Bill Ackman Trims Stake In Chipotle, But Is Still Betting Big On Burritos With 5% Stake",2,billionaire investor bill ackman trim stake chipotle still betting big burrito stake
BlackRock Cuts Stake in U.S. Coal Giant After Climate Pledge,2,blackrock cut stake coal giant climate pledge
Blackstone set for good return through $2.7bn FGL buyout by Fidelity National,2,blackstone set good return fgl buyout fidelity national
Blackstone to Invest in Engineers Gate After Founder Dubin Exits,2,blackstone invest engineer gate founder dubin exit
Boost founder says willing to pay up to $2 billion to buy brand from Sprint,2,boost founder say willing pay billion buy brand sprint
Boost founder says willing to pay up to $2 bln to buy brand from Sprint,2,boost founder say willing pay bln buy brand sprint
Boost Mobile founder offers to buy prepaid brand - CNBC,2,boost mobile founder offer buy prepaid brand cnbc
Broadridge acquires Clearstructure Financial Technology,2,broadridge acquires clearstructure financial technology
"Brookfield a potential suitor for Trans Mountain, analyst says",2,brookfield potential suitor trans mountain analyst say
"Brookfield a potential suitor for Trans Mountain, analyst says #economy #MarketScreener https://t.co/HfbphtvKDy https://t.co/aj2iI9qxiK",2,brookfield potential suitor trans mountain analyst say economy marketscreener
Brookfield seen as 'dark horse' buyer for Trans Mountain after equity raise,2,brookfield seen dark horse buyer trans mountain equity raise
